filename,width,height,class,xmin,ymin,xmax,ymax
mangos_bananas-lady_finger-_jpg.rf.3f4c06bae5949317b3efff1a69991fc5.jpg,416,416,banana,253,37,300,360
6874290949_26e5b63052_z_jpg.rf.4025f24a81f3fd3e29c72e6bb028ad47.jpg,416,416,banana,91,14,407,188
6874290949_26e5b63052_z_jpg.rf.4025f24a81f3fd3e29c72e6bb028ad47.jpg,416,416,apple,3,226,127,382
apple-2-1328066_jpg.rf.405681b1cf357fa3b188f8383e4fa59d.jpg,416,416,apple,192,73,402,328
images--3-_jpeg.rf.40b29e10e13d3752db599cfb23864b36.jpg,416,416,orange,41,15,398,399
D-anjou_pear_jpg.rf.40bcf828acd68faabdabbbb44fc1521b.jpg,416,416,pear,96,33,321,384
r_211_100_jpg.rf.40f3d618154ba0fc6f966ac79d2c99fd.jpg,416,416,peach,17,4,408,412
aa7705311eeb1c28_jpg.rf.4170af8bdfee9d41ed2c9a231c9f3f20.jpg,416,416,pear,0,0,206,206
aa7705311eeb1c28_jpg.rf.4170af8bdfee9d41ed2c9a231c9f3f20.jpg,416,416,pear,85,82,381,313
aa7705311eeb1c28_jpg.rf.4170af8bdfee9d41ed2c9a231c9f3f20.jpg,416,416,pear,0,159,81,307
pear-fruit1_jpg.rf.4198528f4ad73d5f8f1c0b5fbac5af3c.jpg,416,416,pear,39,21,230,361
pear-fruit1_jpg.rf.4198528f4ad73d5f8f1c0b5fbac5af3c.jpg,416,416,pear,227,53,383,396
4182560422_8252efa466_z_jpg.rf.426d0c8f6a3f35b697f034efd5cfdef0.jpg,416,416,banana,352,108,396,218
4182560422_8252efa466_z_jpg.rf.426d0c8f6a3f35b697f034efd5cfdef0.jpg,416,416,banana,211,128,253,200
4182560422_8252efa466_z_jpg.rf.426d0c8f6a3f35b697f034efd5cfdef0.jpg,416,416,banana,344,242,392,260
0c18751851304d87_jpg.rf.42abd982439c7a259d81204df88f62c6.jpg,416,416,apple,263,152,377,309
0c18751851304d87_jpg.rf.42abd982439c7a259d81204df88f62c6.jpg,416,416,apple,98,205,192,341
0c18751851304d87_jpg.rf.42abd982439c7a259d81204df88f62c6.jpg,416,416,apple,129,313,226,415
D1028_88_590_1200_jpg.rf.42c5703c82c4fb6447615d8fe8937960.jpg,416,416,apple,136,71,233,172
D1028_88_590_1200_jpg.rf.42c5703c82c4fb6447615d8fe8937960.jpg,416,416,orange,44,119,146,233
D1028_88_590_1200_jpg.rf.42c5703c82c4fb6447615d8fe8937960.jpg,416,416,peach,219,185,308,312
apple-pear-orange-21797068_jpg.rf.431a8fc9919dba0e4e3091b4ea15f6ea.jpg,416,416,pear,137,25,249,335
apple-pear-orange-21797068_jpg.rf.431a8fc9919dba0e4e3091b4ea15f6ea.jpg,416,416,apple,25,145,129,339
apple-pear-orange-21797068_jpg.rf.431a8fc9919dba0e4e3091b4ea15f6ea.jpg,416,416,orange,283,163,387,332
6870561057_bbe643fbd1_z_jpg.rf.435190719708e762fff8579592254320.jpg,416,416,apple,188,74,384,387
6870561057_bbe643fbd1_z_jpg.rf.435190719708e762fff8579592254320.jpg,416,416,orange,24,146,178,333
6870561057_bbe643fbd1_z_jpg.rf.435190719708e762fff8579592254320.jpg,416,416,banana,7,3,412,175
images--2-_jpeg.rf.453d55bff3465ddd43911b8c429e605a.jpg,416,416,apple,133,212,188,296
images--2-_jpeg.rf.453d55bff3465ddd43911b8c429e605a.jpg,416,416,orange,195,234,251,325
images--2-_jpeg.rf.453d55bff3465ddd43911b8c429e605a.jpg,416,416,pear,67,255,135,380
images--2-_jpeg.rf.453d55bff3465ddd43911b8c429e605a.jpg,416,416,orange,171,73,224,145
images--2-_jpeg.rf.453d55bff3465ddd43911b8c429e605a.jpg,416,416,pear,144,84,183,182
images--2-_jpeg.rf.453d55bff3465ddd43911b8c429e605a.jpg,416,416,pear,116,109,156,225
images--2-_jpeg.rf.453d55bff3465ddd43911b8c429e605a.jpg,416,416,banana,293,132,339,252
images--2-_jpeg.rf.453d55bff3465ddd43911b8c429e605a.jpg,416,416,orange,245,180,294,241
images--2-_jpeg.rf.453d55bff3465ddd43911b8c429e605a.jpg,416,416,pear,65,168,124,264
283_100_jpg.rf.46986e4ae0c0828430653f211f2756c4.jpg,416,416,apple,8,21,412,395
156_100_jpg.rf.472ef0cf09b1cabfe9628b33d4aadd85.jpg,416,416,apple,12,25,412,412
apple-orange-pear-13749192_jpg.rf.47be8f595be27b8e8eb97130df5ebeb5.jpg,416,416,pear,120,33,281,176
apple-orange-pear-13749192_jpg.rf.47be8f595be27b8e8eb97130df5ebeb5.jpg,416,416,orange,112,177,279,275
apple-orange-pear-13749192_jpg.rf.47be8f595be27b8e8eb97130df5ebeb5.jpg,416,416,apple,112,270,283,364
r2_304_100_jpg.rf.47fbe588eebc9e7e6c12fe34362cb116.jpg,416,416,pear,4,12,415,412
1c0adc69269f8114_jpg.rf.4a305de4d05b3452dac93924b8a9b824.jpg,416,416,apple,245,60,372,148
1c0adc69269f8114_jpg.rf.4a305de4d05b3452dac93924b8a9b824.jpg,416,416,pear,32,84,197,262
1c0adc69269f8114_jpg.rf.4a305de4d05b3452dac93924b8a9b824.jpg,416,416,orange,168,133,293,251
1c0adc69269f8114_jpg.rf.4a305de4d05b3452dac93924b8a9b824.jpg,416,416,apple,241,156,403,286
1c0adc69269f8114_jpg.rf.4a305de4d05b3452dac93924b8a9b824.jpg,416,416,pear,0,199,64,362
287_100_jpg.rf.4a3dcbac830c43893f7fb040718ec90f.jpg,416,416,peach,12,17,412,395
mixed_2_jpg.rf.4aae7dadaff9ffbe69737683a5f9ee57.jpg,416,416,banana,53,8,323,131
mixed_2_jpg.rf.4aae7dadaff9ffbe69737683a5f9ee57.jpg,416,416,banana,63,130,148,326
mixed_2_jpg.rf.4aae7dadaff9ffbe69737683a5f9ee57.jpg,416,416,orange,256,161,378,326
r_131_100_jpg.rf.4b70f415e8b29a0b14a5c63440305d93.jpg,416,416,pear,0,4,412,395
1d8da2aceb621bd2_jpg.rf.4caed0cafc242318d8a0047c3480c5a2.jpg,416,416,apple,276,42,363,154
1d8da2aceb621bd2_jpg.rf.4caed0cafc242318d8a0047c3480c5a2.jpg,416,416,apple,346,65,410,153
1d8da2aceb621bd2_jpg.rf.4caed0cafc242318d8a0047c3480c5a2.jpg,416,416,apple,139,131,214,219
1d8da2aceb621bd2_jpg.rf.4caed0cafc242318d8a0047c3480c5a2.jpg,416,416,apple,38,126,128,244
1d8da2aceb621bd2_jpg.rf.4caed0cafc242318d8a0047c3480c5a2.jpg,416,416,apple,290,154,350,226
1d8da2aceb621bd2_jpg.rf.4caed0cafc242318d8a0047c3480c5a2.jpg,416,416,apple,343,143,416,239
1d8da2aceb621bd2_jpg.rf.4caed0cafc242318d8a0047c3480c5a2.jpg,416,416,apple,291,218,375,339
1d8da2aceb621bd2_jpg.rf.4caed0cafc242318d8a0047c3480c5a2.jpg,416,416,apple,339,0,414,60
1d8da2aceb621bd2_jpg.rf.4caed0cafc242318d8a0047c3480c5a2.jpg,416,416,apple,358,260,416,352
1d8da2aceb621bd2_jpg.rf.4caed0cafc242318d8a0047c3480c5a2.jpg,416,416,apple,273,10,342,56
1d8da2aceb621bd2_jpg.rf.4caed0cafc242318d8a0047c3480c5a2.jpg,416,416,apple,301,327,372,411
7206c9a1a011509e_jpg.rf.4cdae88656c062da50757367e9f56065.jpg,416,416,peach,168,33,283,204
7206c9a1a011509e_jpg.rf.4cdae88656c062da50757367e9f56065.jpg,416,416,peach,75,78,197,283
7206c9a1a011509e_jpg.rf.4cdae88656c062da50757367e9f56065.jpg,416,416,peach,185,180,318,374
7206c9a1a011509e_jpg.rf.4cdae88656c062da50757367e9f56065.jpg,416,416,peach,82,279,207,415
7206c9a1a011509e_jpg.rf.4cdae88656c062da50757367e9f56065.jpg,416,416,peach,205,345,292,415
134_100_jpg.rf.4d349341cae01ca7456e961bfccf923f.jpg,416,416,orange,17,12,412,412
images--15-_jpeg.rf.4d87bcf6ca931b27358c1e1e7a800d86.jpg,416,416,pear,132,133,323,367
images--15-_jpeg.rf.4d87bcf6ca931b27358c1e1e7a800d86.jpg,416,416,pear,0,17,85,178
c626f72a68e91d5e_jpg.rf.4e11e8e4f90e0a03722ca3a04e77d3c4.jpg,416,416,peach,0,0,142,207
c626f72a68e91d5e_jpg.rf.4e11e8e4f90e0a03722ca3a04e77d3c4.jpg,416,416,peach,248,23,416,258
c626f72a68e91d5e_jpg.rf.4e11e8e4f90e0a03722ca3a04e77d3c4.jpg,416,416,peach,114,129,278,371
c626f72a68e91d5e_jpg.rf.4e11e8e4f90e0a03722ca3a04e77d3c4.jpg,416,416,peach,0,242,134,416
c626f72a68e91d5e_jpg.rf.4e11e8e4f90e0a03722ca3a04e77d3c4.jpg,416,416,peach,251,272,416,415
c626f72a68e91d5e_jpg.rf.4e11e8e4f90e0a03722ca3a04e77d3c4.jpg,416,416,peach,121,0,294,93
197_100_jpg.rf.4f3f1187eccf1df6911f8da61d99cfcb.jpg,416,416,apple,8,37,412,383
r_247_100_jpg.rf.501a3ddf98a8fc4845cceff83e74421f.jpg,416,416,banana,0,112,412,308
528E0B49-CDD0-42D4-B5BAA3EBAEC01AE6_source_jpg.rf.4fd8e48b2740a2f1822dc97b801dada2.jpg,416,416,apple,56,78,148,189
528E0B49-CDD0-42D4-B5BAA3EBAEC01AE6_source_jpg.rf.4fd8e48b2740a2f1822dc97b801dada2.jpg,416,416,banana,258,141,379,230
528E0B49-CDD0-42D4-B5BAA3EBAEC01AE6_source_jpg.rf.4fd8e48b2740a2f1822dc97b801dada2.jpg,416,416,apple,141,121,246,265
528E0B49-CDD0-42D4-B5BAA3EBAEC01AE6_source_jpg.rf.4fd8e48b2740a2f1822dc97b801dada2.jpg,416,416,orange,64,193,149,311
528E0B49-CDD0-42D4-B5BAA3EBAEC01AE6_source_jpg.rf.4fd8e48b2740a2f1822dc97b801dada2.jpg,416,416,pear,253,187,351,389
9955763424_d01c8090f5_z_jpg.rf.5099440b2b7eff4a16b3adebd6575c05.jpg,416,416,orange,269,298,339,351
9955763424_d01c8090f5_z_jpg.rf.5099440b2b7eff4a16b3adebd6575c05.jpg,416,416,apple,81,314,156,379
row-of-fruits-apples-peach-and-nectarine-2ADBXDE_jpg.rf.509c742b02f380ccbc78a80a0ac3c2e6.jpg,416,416,apple,125,107,219,291
row-of-fruits-apples-peach-and-nectarine-2ADBXDE_jpg.rf.509c742b02f380ccbc78a80a0ac3c2e6.jpg,416,416,peach,313,147,388,287
row-of-fruits-apples-peach-and-nectarine-2ADBXDE_jpg.rf.509c742b02f380ccbc78a80a0ac3c2e6.jpg,416,416,peach,222,154,307,288
images--5-_jpeg.rf.510491679606f1cdcda803c9c70635ae.jpg,416,416,orange,211,183,250,258
images--5-_jpeg.rf.510491679606f1cdcda803c9c70635ae.jpg,416,416,orange,246,204,284,275
images--5-_jpeg.rf.510491679606f1cdcda803c9c70635ae.jpg,416,416,orange,241,0,329,69
images--5-_jpeg.rf.510491679606f1cdcda803c9c70635ae.jpg,416,416,orange,316,0,360,69
images--5-_jpeg.rf.510491679606f1cdcda803c9c70635ae.jpg,416,416,orange,69,362,125,414
images--5-_jpeg.rf.510491679606f1cdcda803c9c70635ae.jpg,416,416,orange,258,97,320,185
images--5-_jpeg.rf.510491679606f1cdcda803c9c70635ae.jpg,416,416,orange,82,112,162,215
images--5-_jpeg.rf.510491679606f1cdcda803c9c70635ae.jpg,416,416,orange,166,165,219,238
2669724202_bfbaa9f89b_z_jpg.rf.51c6f5fc0cd81589c02f2197784eeacb.jpg,416,416,apple,266,83,313,139
2669724202_bfbaa9f89b_z_jpg.rf.51c6f5fc0cd81589c02f2197784eeacb.jpg,416,416,apple,220,95,268,158
2669724202_bfbaa9f89b_z_jpg.rf.51c6f5fc0cd81589c02f2197784eeacb.jpg,416,416,orange,328,174,384,259
2669724202_bfbaa9f89b_z_jpg.rf.51c6f5fc0cd81589c02f2197784eeacb.jpg,416,416,orange,283,211,333,268
2669724202_bfbaa9f89b_z_jpg.rf.51c6f5fc0cd81589c02f2197784eeacb.jpg,416,416,orange,306,266,360,341
2669724202_bfbaa9f89b_z_jpg.rf.51c6f5fc0cd81589c02f2197784eeacb.jpg,416,416,banana,68,265,164,361
2669724202_bfbaa9f89b_z_jpg.rf.51c6f5fc0cd81589c02f2197784eeacb.jpg,416,416,orange,345,302,400,368
2669724202_bfbaa9f89b_z_jpg.rf.51c6f5fc0cd81589c02f2197784eeacb.jpg,416,416,apple,226,47,278,107
2669724202_bfbaa9f89b_z_jpg.rf.51c6f5fc0cd81589c02f2197784eeacb.jpg,416,416,apple,200,46,239,109
r_0_100_jpg.rf.5262c414b101d2dd8df2c3361f604aa6.jpg,416,416,peach,29,13,387,395
images--7-_jpeg.rf.539226479b6880742106bdffab4d9adc.jpg,416,416,peach,9,178,109,344
images--7-_jpeg.rf.539226479b6880742106bdffab4d9adc.jpg,416,416,banana,232,43,366,150
images--7-_jpeg.rf.539226479b6880742106bdffab4d9adc.jpg,416,416,peach,80,68,183,216
Bananas-lady_finger-3_jpg.rf.53e4fa9219b903d389a6e284f614da18.jpg,416,416,banana,154,95,226,365
Bananas-lady_finger-3_jpg.rf.53e4fa9219b903d389a6e284f614da18.jpg,416,416,banana,224,131,331,344
Bananas-lady_finger-3_jpg.rf.53e4fa9219b903d389a6e284f614da18.jpg,416,416,banana,248,10,390,138
Bananas-lady_finger-3_jpg.rf.53e4fa9219b903d389a6e284f614da18.jpg,416,416,banana,188,12,284,170
Bananas-lady_finger-3_jpg.rf.53e4fa9219b903d389a6e284f614da18.jpg,416,416,banana,91,11,185,188
Bananas-lady_finger-3_jpg.rf.53e4fa9219b903d389a6e284f614da18.jpg,416,416,banana,12,27,135,205
84ca381252f83f3b_jpg.rf.54372e6ded427de56f31c37f0fb976b6.jpg,416,416,apple,25,24,84,117
84ca381252f83f3b_jpg.rf.54372e6ded427de56f31c37f0fb976b6.jpg,416,416,apple,314,16,398,130
84ca381252f83f3b_jpg.rf.54372e6ded427de56f31c37f0fb976b6.jpg,416,416,apple,175,24,245,128
84ca381252f83f3b_jpg.rf.54372e6ded427de56f31c37f0fb976b6.jpg,416,416,apple,133,53,205,167
84ca381252f83f3b_jpg.rf.54372e6ded427de56f31c37f0fb976b6.jpg,416,416,apple,213,64,306,168
84ca381252f83f3b_jpg.rf.54372e6ded427de56f31c37f0fb976b6.jpg,416,416,apple,41,107,128,200
84ca381252f83f3b_jpg.rf.54372e6ded427de56f31c37f0fb976b6.jpg,416,416,apple,330,109,409,239
84ca381252f83f3b_jpg.rf.54372e6ded427de56f31c37f0fb976b6.jpg,416,416,apple,254,136,327,273
84ca381252f83f3b_jpg.rf.54372e6ded427de56f31c37f0fb976b6.jpg,416,416,apple,77,152,173,260
84ca381252f83f3b_jpg.rf.54372e6ded427de56f31c37f0fb976b6.jpg,416,416,apple,167,168,257,300
84ca381252f83f3b_jpg.rf.54372e6ded427de56f31c37f0fb976b6.jpg,416,416,apple,0,174,60,302
84ca381252f83f3b_jpg.rf.54372e6ded427de56f31c37f0fb976b6.jpg,416,416,apple,278,193,378,352
84ca381252f83f3b_jpg.rf.54372e6ded427de56f31c37f0fb976b6.jpg,416,416,apple,93,236,191,379
84ca381252f83f3b_jpg.rf.54372e6ded427de56f31c37f0fb976b6.jpg,416,416,apple,50,257,115,393
84ca381252f83f3b_jpg.rf.54372e6ded427de56f31c37f0fb976b6.jpg,416,416,apple,269,0,345,72
84ca381252f83f3b_jpg.rf.54372e6ded427de56f31c37f0fb976b6.jpg,416,416,apple,299,327,400,415
84ca381252f83f3b_jpg.rf.54372e6ded427de56f31c37f0fb976b6.jpg,416,416,apple,114,356,211,416
84ca381252f83f3b_jpg.rf.54372e6ded427de56f31c37f0fb976b6.jpg,416,416,apple,85,2,159,109
2254136118_b8217c9ee3_z_jpg.rf.546437ebea1b1d88f924e80e8e8939c2.jpg,416,416,orange,58,128,71,141
2254136118_b8217c9ee3_z_jpg.rf.546437ebea1b1d88f924e80e8e8939c2.jpg,416,416,pear,204,134,215,142
2254136118_b8217c9ee3_z_jpg.rf.546437ebea1b1d88f924e80e8e8939c2.jpg,416,416,orange,128,135,141,146
2254136118_b8217c9ee3_z_jpg.rf.546437ebea1b1d88f924e80e8e8939c2.jpg,416,416,orange,42,138,53,154
2254136118_b8217c9ee3_z_jpg.rf.546437ebea1b1d88f924e80e8e8939c2.jpg,416,416,pear,171,140,183,158
2254136118_b8217c9ee3_z_jpg.rf.546437ebea1b1d88f924e80e8e8939c2.jpg,416,416,orange,77,143,92,159
2254136118_b8217c9ee3_z_jpg.rf.546437ebea1b1d88f924e80e8e8939c2.jpg,416,416,pear,248,144,264,159
2254136118_b8217c9ee3_z_jpg.rf.546437ebea1b1d88f924e80e8e8939c2.jpg,416,416,pear,165,149,175,163
2254136118_b8217c9ee3_z_jpg.rf.546437ebea1b1d88f924e80e8e8939c2.jpg,416,416,orange,135,147,146,167
2254136118_b8217c9ee3_z_jpg.rf.546437ebea1b1d88f924e80e8e8939c2.jpg,416,416,pear,202,148,222,171
2254136118_b8217c9ee3_z_jpg.rf.546437ebea1b1d88f924e80e8e8939c2.jpg,416,416,orange,88,153,99,172
2254136118_b8217c9ee3_z_jpg.rf.546437ebea1b1d88f924e80e8e8939c2.jpg,416,416,orange,100,153,111,171
2254136118_b8217c9ee3_z_jpg.rf.546437ebea1b1d88f924e80e8e8939c2.jpg,416,416,orange,18,163,34,184
2254136118_b8217c9ee3_z_jpg.rf.546437ebea1b1d88f924e80e8e8939c2.jpg,416,416,apple,107,201,132,227
2254136118_b8217c9ee3_z_jpg.rf.546437ebea1b1d88f924e80e8e8939c2.jpg,416,416,apple,335,209,362,236
2254136118_b8217c9ee3_z_jpg.rf.546437ebea1b1d88f924e80e8e8939c2.jpg,416,416,apple,355,228,375,259
2254136118_b8217c9ee3_z_jpg.rf.546437ebea1b1d88f924e80e8e8939c2.jpg,416,416,apple,94,240,118,273
2254136118_b8217c9ee3_z_jpg.rf.546437ebea1b1d88f924e80e8e8939c2.jpg,416,416,apple,343,250,374,273
2254136118_b8217c9ee3_z_jpg.rf.546437ebea1b1d88f924e80e8e8939c2.jpg,416,416,apple,0,250,21,276
2254136118_b8217c9ee3_z_jpg.rf.546437ebea1b1d88f924e80e8e8939c2.jpg,416,416,apple,103,269,128,296
2254136118_b8217c9ee3_z_jpg.rf.546437ebea1b1d88f924e80e8e8939c2.jpg,416,416,apple,46,271,72,302
2254136118_b8217c9ee3_z_jpg.rf.546437ebea1b1d88f924e80e8e8939c2.jpg,416,416,apple,375,279,396,312
2254136118_b8217c9ee3_z_jpg.rf.546437ebea1b1d88f924e80e8e8939c2.jpg,416,416,apple,91,298,121,336
2254136118_b8217c9ee3_z_jpg.rf.546437ebea1b1d88f924e80e8e8939c2.jpg,416,416,apple,10,313,37,360
2254136118_b8217c9ee3_z_jpg.rf.546437ebea1b1d88f924e80e8e8939c2.jpg,416,416,apple,36,318,69,356
2254136118_b8217c9ee3_z_jpg.rf.546437ebea1b1d88f924e80e8e8939c2.jpg,416,416,apple,67,353,103,393
Forelle-2520Pear-252007132018_jpg.rf.547347a1caac570685e090961cc903dd.jpg,416,416,pear,16,40,156,258
Forelle-2520Pear-252007132018_jpg.rf.547347a1caac570685e090961cc903dd.jpg,416,416,pear,40,0,208,397
Forelle-2520Pear-252007132018_jpg.rf.547347a1caac570685e090961cc903dd.jpg,416,416,pear,195,46,327,402
8018986451_6ffd23082f_z_jpg.rf.549d78bf2e7d06b5ea4c0d9a5c96420a.jpg,416,416,apple,269,0,298,19
8018986451_6ffd23082f_z_jpg.rf.549d78bf2e7d06b5ea4c0d9a5c96420a.jpg,416,416,apple,230,0,270,20
8018986451_6ffd23082f_z_jpg.rf.549d78bf2e7d06b5ea4c0d9a5c96420a.jpg,416,416,apple,318,0,352,24
8018986451_6ffd23082f_z_jpg.rf.549d78bf2e7d06b5ea4c0d9a5c96420a.jpg,416,416,orange,145,0,172,32
8018986451_6ffd23082f_z_jpg.rf.549d78bf2e7d06b5ea4c0d9a5c96420a.jpg,416,416,orange,165,2,197,39
8018986451_6ffd23082f_z_jpg.rf.549d78bf2e7d06b5ea4c0d9a5c96420a.jpg,416,416,apple,277,15,308,47
8018986451_6ffd23082f_z_jpg.rf.549d78bf2e7d06b5ea4c0d9a5c96420a.jpg,416,416,apple,316,19,352,62
8018986451_6ffd23082f_z_jpg.rf.549d78bf2e7d06b5ea4c0d9a5c96420a.jpg,416,416,orange,153,37,177,78
brett-jordan-zrF6ACPLhPM-unsplash_jpg.rf.54de4c5774e1424562d93a00e2ef5e19.jpg,416,416,banana,54,69,375,210
brett-jordan-zrF6ACPLhPM-unsplash_jpg.rf.54de4c5774e1424562d93a00e2ef5e19.jpg,416,416,banana,59,206,372,347
mixed_16_jpg.rf.569f9963973b01df3a4358d025eb22f9.jpg,416,416,orange,263,88,402,250
mixed_16_jpg.rf.569f9963973b01df3a4358d025eb22f9.jpg,416,416,banana,92,251,316,370
mixed_16_jpg.rf.569f9963973b01df3a4358d025eb22f9.jpg,416,416,apple,96,0,243,156
4792991127_d7b70a9f89_z_jpg.rf.57148863cff7e77094288cb6f90b1101.jpg,416,416,banana,350,50,384,151
4792991127_d7b70a9f89_z_jpg.rf.57148863cff7e77094288cb6f90b1101.jpg,416,416,banana,26,68,46,161
4792991127_d7b70a9f89_z_jpg.rf.57148863cff7e77094288cb6f90b1101.jpg,416,416,banana,272,60,335,171
4792991127_d7b70a9f89_z_jpg.rf.57148863cff7e77094288cb6f90b1101.jpg,416,416,banana,46,75,129,173
4792991127_d7b70a9f89_z_jpg.rf.57148863cff7e77094288cb6f90b1101.jpg,416,416,banana,192,96,264,185
4792991127_d7b70a9f89_z_jpg.rf.57148863cff7e77094288cb6f90b1101.jpg,416,416,orange,46,196,85,237
4792991127_d7b70a9f89_z_jpg.rf.57148863cff7e77094288cb6f90b1101.jpg,416,416,apple,270,210,322,256
4792991127_d7b70a9f89_z_jpg.rf.57148863cff7e77094288cb6f90b1101.jpg,416,416,apple,317,212,365,255
4792991127_d7b70a9f89_z_jpg.rf.57148863cff7e77094288cb6f90b1101.jpg,416,416,orange,131,244,179,278
4792991127_d7b70a9f89_z_jpg.rf.57148863cff7e77094288cb6f90b1101.jpg,416,416,orange,70,249,125,295
4792991127_d7b70a9f89_z_jpg.rf.57148863cff7e77094288cb6f90b1101.jpg,416,416,apple,242,252,296,294
4792991127_d7b70a9f89_z_jpg.rf.57148863cff7e77094288cb6f90b1101.jpg,416,416,apple,293,254,339,298
4792991127_d7b70a9f89_z_jpg.rf.57148863cff7e77094288cb6f90b1101.jpg,416,416,apple,330,251,386,304
4792991127_d7b70a9f89_z_jpg.rf.57148863cff7e77094288cb6f90b1101.jpg,416,416,orange,28,272,79,315
4792991127_d7b70a9f89_z_jpg.rf.57148863cff7e77094288cb6f90b1101.jpg,416,416,orange,31,286,96,349
4792991127_d7b70a9f89_z_jpg.rf.57148863cff7e77094288cb6f90b1101.jpg,416,416,orange,122,298,182,358
4792991127_d7b70a9f89_z_jpg.rf.57148863cff7e77094288cb6f90b1101.jpg,416,416,apple,239,306,297,364
4792991127_d7b70a9f89_z_jpg.rf.57148863cff7e77094288cb6f90b1101.jpg,416,416,apple,290,307,344,372
4792991127_d7b70a9f89_z_jpg.rf.57148863cff7e77094288cb6f90b1101.jpg,416,416,apple,343,306,393,374
4792991127_d7b70a9f89_z_jpg.rf.57148863cff7e77094288cb6f90b1101.jpg,416,416,orange,61,311,123,373
4792991127_d7b70a9f89_z_jpg.rf.57148863cff7e77094288cb6f90b1101.jpg,416,416,orange,135,346,202,390
97fa737eb96b9127_jpg.rf.57ed37dd036c7eb6daec13936add9fa9.jpg,416,416,pear,154,23,394,364
97fa737eb96b9127_jpg.rf.57ed37dd036c7eb6daec13936add9fa9.jpg,416,416,apple,74,109,324,406
97fa737eb96b9127_jpg.rf.57ed37dd036c7eb6daec13936add9fa9.jpg,416,416,pear,194,377,197,411
r_78_100_jpg.rf.59af45fe7475aadd64c3526c0bfafd2b.jpg,416,416,pear,0,54,412,354
images--2-_jpeg.rf.59d609fc5118284097e03ba9ec2d9e82.jpg,416,416,apple,153,75,337,359
db3e29c916614e26_jpg.rf.5a5fa12d415a8af5f85df9a34b845f3f.jpg,416,416,pear,92,24,349,342
b60a5717c8373833_jpg.rf.5a794c485afe01142db2de27ca8a05c0.jpg,416,416,peach,248,16,345,144
b60a5717c8373833_jpg.rf.5a794c485afe01142db2de27ca8a05c0.jpg,416,416,peach,157,35,254,174
b60a5717c8373833_jpg.rf.5a794c485afe01142db2de27ca8a05c0.jpg,416,416,peach,315,60,416,208
b60a5717c8373833_jpg.rf.5a794c485afe01142db2de27ca8a05c0.jpg,416,416,peach,59,67,151,206
b60a5717c8373833_jpg.rf.5a794c485afe01142db2de27ca8a05c0.jpg,416,416,peach,94,97,206,249
b60a5717c8373833_jpg.rf.5a794c485afe01142db2de27ca8a05c0.jpg,416,416,peach,0,117,85,275
b60a5717c8373833_jpg.rf.5a794c485afe01142db2de27ca8a05c0.jpg,416,416,peach,292,165,369,292
b60a5717c8373833_jpg.rf.5a794c485afe01142db2de27ca8a05c0.jpg,416,416,peach,192,172,308,317
b60a5717c8373833_jpg.rf.5a794c485afe01142db2de27ca8a05c0.jpg,416,416,peach,62,234,185,387
b60a5717c8373833_jpg.rf.5a794c485afe01142db2de27ca8a05c0.jpg,416,416,peach,7,255,90,372
b60a5717c8373833_jpg.rf.5a794c485afe01142db2de27ca8a05c0.jpg,416,416,peach,273,283,370,373
b60a5717c8373833_jpg.rf.5a794c485afe01142db2de27ca8a05c0.jpg,416,416,peach,175,308,270,388
5521331645_44faac41e4_z--1-_jpg.rf.5a79c0017bcb085dc7ed2981a9776afb.jpg,416,416,banana,227,0,368,220
5521331645_44faac41e4_z--1-_jpg.rf.5a79c0017bcb085dc7ed2981a9776afb.jpg,416,416,apple,212,217,271,311
5521331645_44faac41e4_z--1-_jpg.rf.5a79c0017bcb085dc7ed2981a9776afb.jpg,416,416,apple,313,272,382,349
5521331645_44faac41e4_z--1-_jpg.rf.5a79c0017bcb085dc7ed2981a9776afb.jpg,416,416,apple,237,324,308,405
5521331645_44faac41e4_z--1-_jpg.rf.5a79c0017bcb085dc7ed2981a9776afb.jpg,416,416,apple,81,313,126,415
5521331645_44faac41e4_z--1-_jpg.rf.5a79c0017bcb085dc7ed2981a9776afb.jpg,416,416,banana,97,1,246,136
f7ebead246ef4a489d5da96527008226_shutterstock_310932074_jpg.rf.5a7fb2b441d77471e35fae4cd665021a.jpg,416,416,pear,207,64,359,379
images_jpeg.rf.5bd098d54cddf872f717384d94595c70.jpg,416,416,peach,93,17,394,397
images--3-_jpeg.rf.5d16610feb6f8e3a0daef34c29bdb059.jpg,416,416,banana,59,93,363,357
Peaches-810x608-1554397048_jpg.rf.5d3f7a6649ba62148b293154b79c3215.jpg,416,416,peach,196,4,356,178
Peaches-810x608-1554397048_jpg.rf.5d3f7a6649ba62148b293154b79c3215.jpg,416,416,peach,166,75,327,278
Peaches-810x608-1554397048_jpg.rf.5d3f7a6649ba62148b293154b79c3215.jpg,416,416,peach,1,166,158,348
Peaches-810x608-1554397048_jpg.rf.5d3f7a6649ba62148b293154b79c3215.jpg,416,416,peach,231,229,392,403
Peaches-810x608-1554397048_jpg.rf.5d3f7a6649ba62148b293154b79c3215.jpg,416,416,peach,86,243,242,405
3616620728_7b737b825a_z_jpg.rf.5dc19b96a6950588388ed6c8c77626c4.jpg,416,416,banana,293,121,331,175
3616620728_7b737b825a_z_jpg.rf.5dc19b96a6950588388ed6c8c77626c4.jpg,416,416,banana,250,134,305,176
